date,sender,message_id,type,text,file,status
2026-05-08,manojkumardahiya,583,document,"Here's what happened with me until now, Follow my text with the image sequence for best understanding:  I owned @millionairestutor that had 600K followers.  I posted a usual reel from Johnny Harris crediting him and even giving link to his full video on 4 Feb 2026. I received a strike from economyarab21@proton.me on 18th Feb and to me this was the first copyright i ever got by now. I talked to few people and 90% them said it seems legit to them maybe from his team. Got advised to reach out to th",evidence-files/manojkumardahiya/2026-05-08_msg-583_manojkumardahiya_document.PNG,downloaded
2026-05-08,manojkumardahiya,584,document,,evidence-files/manojkumardahiya/2026-05-08_msg-584_manojkumardahiya_document.PNG,downloaded
2026-05-08,manojkumardahiya,585,document,,evidence-files/manojkumardahiya/2026-05-08_msg-585_manojkumardahiya_document.PNG,downloaded
2026-05-08,manojkumardahiya,586,document,"It was written on the form that this information will also be shared with the reporting party (the scammer). As expected, he got furious and within few mins sent me another strike from billionairedirector47@gmail.com which is another fake mail under name of my another client @billionairedirector and this is how the conversation went further 👇",evidence-files/manojkumardahiya/2026-05-08_msg-586_manojkumardahiya_document.PNG,downloaded
2026-05-08,manojkumardahiya,587,document,,evidence-files/manojkumardahiya/2026-05-08_msg-587_manojkumardahiya_document.PNG,downloaded
2026-05-08,manojkumardahiya,588,document,,evidence-files/manojkumardahiya/2026-05-08_msg-588_manojkumardahiya_document.PNG,downloaded
2026-05-08,manojkumardahiya,589,document,,evidence-files/manojkumardahiya/2026-05-08_msg-589_manojkumardahiya_document.PNG,downloaded
2026-05-08,manojkumardahiya,590,document,Also this is a old screenshot i received from a random guy. Idk how tf he even got my personal mail to contact me.,evidence-files/manojkumardahiya/2026-05-08_msg-590_manojkumardahiya_document.PNG,downloaded
2026-05-08,manojkumardahiya,590,document,Also this is a old screenshot i received from a random guy. Idk how tf he even got my personal mail to contact me. That looked same talking style i noticed.,evidence-files/manojkumardahiya/2026-05-08_msg-590_manojkumardahiya_document.PNG,downloaded
2026-05-08,manojkumardahiya,591,document,This was his contact.  After few days of talking with him he deleted this whatsapp account as well. I took help from Police and Cyber officials but seems like there was no information present even with a mobile number. Totally anon idk how.,evidence-files/manojkumardahiya/2026-05-08_msg-591_manojkumardahiya_document.jpg,downloaded
2026-05-08,manojkumardahiya,593,video,,,download failed: HTTP Error 400: Bad Request
2026-05-08,manojkumardahiya,601,document,,evidence-files/manojkumardahiya/2026-05-08_msg-601_manojkumardahiya_document.zip,downloaded
2026-05-08,manojkumardahiya,602,photo,Check the files in this zip 👆,evidence-files/manojkumardahiya/2026-05-08_msg-602_manojkumardahiya_photo.jpg,downloaded
2026-05-08,manojkumardahiya,602,photo,Check the files in this zip 👆  I analyzed the reporting method and this was the method he used on me and probably on some of your pages as well.,evidence-files/manojkumardahiya/2026-05-08_msg-602_manojkumardahiya_photo.jpg,downloaded
2026-05-08,Serenity_Found,605,photo,,evidence-files/Serenity_Found/2026-05-08_msg-605_Serenity_Found_photo.jpg,downloaded
2026-05-08,manojkumardahiya,606,photo,,evidence-files/manojkumardahiya/2026-05-08_msg-606_manojkumardahiya_photo.jpg,downloaded
2026-05-08,manojkumardahiya,607,photo,,evidence-files/manojkumardahiya/2026-05-08_msg-607_manojkumardahiya_photo.jpg,downloaded
2026-05-08,manojkumardahiya,608,photo,This @aipageonig is stuck here. No matter how many times I upload my selfie.,evidence-files/manojkumardahiya/2026-05-08_msg-608_manojkumardahiya_photo.jpg,downloaded
2026-05-08,manojkumardahiya,610,photo,@wealthpageonig got suspended immediately.,evidence-files/manojkumardahiya/2026-05-08_msg-610_manojkumardahiya_photo.jpg,downloaded
2026-05-08,manojkumardahiya,607,photo,Got appeal results after about 2 weeks.,evidence-files/manojkumardahiya/2026-05-08_msg-607_manojkumardahiya_photo.jpg,downloaded
2026-05-08,manojkumardahiya,614,photo,Only this page I didn’t appealed yet.,evidence-files/manojkumardahiya/2026-05-08_msg-614_manojkumardahiya_photo.jpg,downloaded
2026-05-08,manojkumardahiya,617,photo,Page was banned on 3 May and these cute support guys are still working on my case 😂😂,evidence-files/manojkumardahiya/2026-05-08_msg-617_manojkumardahiya_photo.jpg,downloaded
2026-05-08,manojkumardahiya,618,photo,,evidence-files/manojkumardahiya/2026-05-08_msg-618_manojkumardahiya_photo.jpg,downloaded
2026-05-08,LukeGosseling,636,photo,"Right now there’s also this thing that people send you scam links like this, if you click it your accounts can get banned   Happened to a guy I know",evidence-files/LukeGosseling/2026-05-08_msg-636_LukeGosseling_photo.jpg,downloaded
2026-05-08,LukeGosseling,637,photo,This was one of the numbers who was sending those links,evidence-files/LukeGosseling/2026-05-08_msg-637_LukeGosseling_photo.jpg,downloaded
2026-05-08,manojkumardahiya,643,photo,🥸,evidence-files/manojkumardahiya/2026-05-08_msg-643_manojkumardahiya_photo.jpg,downloaded
2026-05-09,mrgusx,664,photo,,evidence-files/mrgusx/2026-05-09_msg-664_mrgusx_photo.jpg,downloaded
2026-05-09,LukeGosseling,737,photo,Here's what happened with me until now:  I own @mindsetraptors that had 1.5M followers.  I posted an ad for @paulhilse 4nd of may. I received a strike from paulhilse@outlook.com (fake email) on 5th  may and to me this was the second copyright i got and took down my page.  Besides that I have @forthinkingminds 840k get taken down and back up for integrity and it just won’t stay up since last week even tho I don’t appeal or use a rep  Besides that I have @hustling.millionaires 658k and createimpro,evidence-files/LukeGosseling/2026-05-09_msg-737_LukeGosseling_photo.jpg,downloaded
2026-05-09,LukeGosseling,738,photo,,evidence-files/LukeGosseling/2026-05-09_msg-738_LukeGosseling_photo.jpg,downloaded
2026-05-09,LukeGosseling,739,photo,,evidence-files/LukeGosseling/2026-05-09_msg-739_LukeGosseling_photo.jpg,downloaded
2026-05-09,manojkumardahiya,758,photo,,evidence-files/manojkumardahiya/2026-05-09_msg-758_manojkumardahiya_photo.jpg,downloaded
2026-05-09,LukeGosseling,768,photo,Another one.,evidence-files/LukeGosseling/2026-05-09_msg-768_LukeGosseling_photo.jpg,downloaded
2026-05-10,jacobv,777,photo,,evidence-files/jacobv/2026-05-10_msg-777_jacobv_photo.jpg,downloaded
2026-05-10,jacobv,778,photo,,evidence-files/jacobv/2026-05-10_msg-778_jacobv_photo.jpg,downloaded
2026-05-10,jacobv,779,photo,,evidence-files/jacobv/2026-05-10_msg-779_jacobv_photo.jpg,downloaded
2026-05-10,jacobv,780,photo,,evidence-files/jacobv/2026-05-10_msg-780_jacobv_photo.jpg,downloaded
